Domains Frequency Analysis
==================================================

Files processed: 27,866
Files with domains: 13,088
Total domains instances: 2,597,234
Unique domains types: 4,625

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
1620	EF-hand_1	356	0.014%
1621	CheR	356	0.014%
1622	NADH5_C	356	0.014%
1623	DUF2088	356	0.014%
1624	ATP-grasp	356	0.014%
1625	MYCBPAP	356	0.014%
1626	SseB	355	0.014%
1627	SH3_9	355	0.014%
1628	AIRS_C	355	0.014%
1629	Arabinose_bd	354	0.014%
1630	eIF-3_zeta	354	0.014%
1631	TPPII	354	0.014%
1632	cwf18	354	0.014%
1633	Acid_phosphat_B	354	0.014%
1634	LicD	353	0.014%
1635	KAsynt_C_assoc	353	0.014%
1636	PepSY_TM	353	0.014%
1637	Rtt106	353	0.014%
1638	TPH	353	0.014%
1639	CNOT1_TTP_bind	353	0.014%
1640	TUDOR	352	0.014%
1641	ArgoL1	352	0.014%
1642	Glucokinase	352	0.014%
1643	GatB_N	352	0.014%
1644	PGAP1	352	0.014%
1645	DUF208	351	0.014%
1646	MVIN	351	0.014%
1647	GatB_Yqey	351	0.014%
1648	CBFD_NFYB_HMF	351	0.014%
1649	ALMT	351	0.014%
1650	Ala_racemase_N	350	0.013%
1651	NEMP	350	0.013%
1652	AAA_5	349	0.013%
1653	K-box	349	0.013%
1654	GAS	349	0.013%
1655	LINES_N	349	0.013%
1656	Baseplate_J	348	0.013%
1657	Glyco_hydro_25	348	0.013%
1658	PATR	348	0.013%
1659	LtrA	348	0.013%
1660	N6-adenineMlase	348	0.013%
1661	fn3_5	348	0.013%
1662	AAA_25	348	0.013%
1663	YkuD	348	0.013%
1664	HAP1_N	348	0.013%
1665	RETICULATA-like	347	0.013%
1666	EAP30	347	0.013%
1667	DUF3337	347	0.013%
1668	RPN7	347	0.013%
1669	DUF1620	347	0.013%
1670	DUF2040	347	0.013%
1671	EF_TS	347	0.013%
1672	PTPA	347	0.013%
1673	DUF624	347	0.013%
1674	Porin_4	347	0.013%
1675	WWE	346	0.013%
1676	Pyrophosphatase	346	0.013%
1677	Glyco_hydr_116N	346	0.013%
1678	RNA_pol_Rpb2_7	345	0.013%
1679	Big_2	345	0.013%
1680	Glyco_hydro_88	345	0.013%
1681	DUF4243	345	0.013%
1682	Branch	345	0.013%
1683	DOCK_N	344	0.013%
1684	RsgA_GTPase	344	0.013%
1685	Clp_N	344	0.013%
1686	AraC_binding_2	344	0.013%
1687	FAD_binding_8	344	0.013%
1688	Peptidase_M22	344	0.013%
1689	FBA_1	344	0.013%
1690	DUF4842	344	0.013%
1691	DUF2428	343	0.013%
1692	Trehalose_PPase	343	0.013%
1693	Not1	343	0.013%
1694	CLCA	343	0.013%
1695	Elong_Iki1	343	0.013%
1696	Avl9	342	0.013%
1697	HCO3_cotransp	342	0.013%
1698	MIR	342	0.013%
1699	Gp_dh_C	342	0.013%
1700	PMP22_Claudin	342	0.013%
1701	RibD_C	341	0.013%
1702	zf-MYND	341	0.013%
1703	MIG-14_Wnt-bd	341	0.013%
1704	Trp_dioxygenase	341	0.013%
1705	tRNA_bind_2	340	0.013%
1706	T4_deiodinase	340	0.013%
1707	Reeler	340	0.013%
1708	Rad4	340	0.013%
1709	Mgm101p	340	0.013%
1710	GlcNAc_2-epim	340	0.013%
1711	Beta_protein	339	0.013%
1712	SMK-1	339	0.013%
1713	Dak2	339	0.013%
1714	Biotin_carb_N	337	0.013%
1715	MRP-S27	337	0.013%
1716	Na_H_antiporter	337	0.013%
1717	DSBA	336	0.013%
1718	DUF4158	336	0.013%
1719	PrmA	336	0.013%
1720	AhpC-TSA_2	335	0.013%
1721	CENP-N	335	0.013%
1722	DUF1126	335	0.013%
1723	UPF0061	333	0.013%
1724	PEP_mutase	333	0.013%
1725	MINDY_DUB	333	0.013%
1726	PI3K_P85_iSH2	333	0.013%
1727	T-box	332	0.013%
1728	Cu-oxidase_4	332	0.013%
1729	Mmp37	332	0.013%
1730	ATP-synt	332	0.013%
1731	MIOX	332	0.013%
1732	DUF1624	332	0.013%
1733	Sedlin_N	332	0.013%
1734	BLM10_mid	332	0.013%
1735	LSM	331	0.013%
1736	ATP-synt_A	331	0.013%
1737	Peptidase_M17_N	331	0.013%
1738	DRMBL	331	0.013%
1739	CNOT1_CAF1_bind	331	0.013%
1740	Epimerase_2	331	0.013%
1741	VRP1	331	0.013%
1742	HeLo	331	0.013%
1743	Ldh_2	331	0.013%
1744	TPM_phosphatase	330	0.013%
1745	Glyco_hydro_115	330	0.013%
1746	TetR_C_11	330	0.013%
1747	Sacchrp_dh_C	330	0.013%
1748	UFD1	330	0.013%
1749	Mcl1_mid	330	0.013%
1750	Pro_racemase	330	0.013%
1751	Cystatin	329	0.013%
1752	DUF3054	329	0.013%
1753	DNA_pol_B_exo1	327	0.013%
1754	Inos-1-P_synth	327	0.013%
1755	TrwB_AAD_bind	327	0.013%
1756	LMF1	327	0.013%
1757	Glyco_hydro_36N	326	0.013%
1758	DUF4192	326	0.013%
1759	DLIC	326	0.013%
1760	FBD	325	0.013%
1761	Relaxase	325	0.013%
1762	Acylphosphatase	324	0.012%
1763	JAB	324	0.012%
1764	GlcNAc	324	0.012%
1765	Oxidored_molyb	324	0.012%
1766	PLA2_B	324	0.012%
1767	Peptidase_M19	323	0.012%
1768	BAR_3	323	0.012%
1769	DUF3402	323	0.012%
1770	FTCD_N	322	0.012%
1771	PAC1	322	0.012%
1772	Glyco_hydro_32N	322	0.012%
1773	EXS	322	0.012%
1774	SAM_decarbox	322	0.012%
1775	Beta_helix	321	0.012%
1776	N2227	321	0.012%
1777	Cyt_bd_oxida_II	321	0.012%
1778	DUF4015	321	0.012%
1779	DUF588	321	0.012%
1780	Tryp_alpha_amyl	321	0.012%
1781	A_deaminase	321	0.012%
1782	DUF2891	321	0.012%
1783	Peptidase_M23	320	0.012%
1784	DUF393	320	0.012%
1785	UPF0029	320	0.012%
1786	LuxC	320	0.012%
1787	ODR4-like	320	0.012%
1788	DNA_pol3_delta2	319	0.012%
1789	Npa1	319	0.012%
1790	TNFR_c6	319	0.012%
1791	Wzz	319	0.012%
1792	Pinin_SDK_memA	319	0.012%
1793	E2F_TDP	319	0.012%
1794	Sas10_Utp3	319	0.012%
1795	PSII_BNR	319	0.012%
1796	Sigma54_activat	318	0.012%
1797	LMBR1	318	0.012%
1798	NERD	318	0.012%
1799	DUF2465	318	0.012%
1800	Gln-synt_C	318	0.012%
1801	ACBP	317	0.012%
1802	Sdh_cyt	317	0.012%
1803	Med7	317	0.012%
1804	PTA_PTB	317	0.012%
1805	PsbP	317	0.012%
1806	PAE	317	0.012%
1807	PKD_2	317	0.012%
1808	Peptidase_S58	316	0.012%
1809	DUF4200	316	0.012%
1810	FBA	316	0.012%
1811	Peptidase_S15	316	0.012%
1812	zf-BED	315	0.012%
1813	TMPIT	315	0.012%
1814	Glyco_hydro_2	315	0.012%
1815	Dak1	315	0.012%
1816	HGTP_anticodon	314	0.012%
1817	BBP2	314	0.012%
1818	ERGIC_N	313	0.012%
1819	Mur_ligase	312	0.012%
1820	Pentapeptide	312	0.012%
1821	B12-binding	312	0.012%
1822	MS_channel	312	0.012%
1823	SBF_like	312	0.012%
1824	DUF3818	312	0.012%
1825	PIN	311	0.012%
1826	NAD_binding_9	310	0.012%
1827	IclR	310	0.012%
1828	MAF_flag10	310	0.012%
1829	WGR	310	0.012%
1830	ATG7_N	310	0.012%
1831	Hint	309	0.012%
1832	SART-1	309	0.012%
1833	NMO	309	0.012%
1834	Ribosomal_S11	309	0.012%
1835	DUF4401	308	0.012%
1836	PAP_fibrillin	308	0.012%
1837	PPDK_N	308	0.012%
1838	GHMP_kinases_N	307	0.012%
1839	H2TH	307	0.012%
1840	Cation_ATPase_N	307	0.012%
1841	DUF4461	307	0.012%
1842	DUF1214	307	0.012%
1843	RNA_pol_A_bac	306	0.012%
1844	Apyrase	306	0.012%
1845	DUF568	306	0.012%
1846	Glucosaminidase	305	0.012%
1847	Diphthamide_syn	305	0.012%
1848	TIP120	305	0.012%
1849	Taxilin	305	0.012%
1850	DUF998	305	0.012%
1851	Ran_BP1	304	0.012%
1852	NTP_transf_2	304	0.012%
1853	CobW_C	304	0.012%
1854	DUF885	304	0.012%
1855	Plant_NMP1	304	0.012%
1856	Gp_dh_N	304	0.012%
1857	Rsm22	303	0.012%
1858	ARL2_Bind_BART	303	0.012%
1859	RasGAP	303	0.012%
1860	AdoHcyase_NAD	303	0.012%
1861	Rod_C	302	0.012%
1862	CtsR	302	0.012%
1863	Otopetrin	302	0.012%
1864	DUF2878	301	0.012%
1865	DAP3	301	0.012%
1866	Mitoc_L55	301	0.012%
1867	Scs3p	301	0.012%
1868	Adenine_deam_C	300	0.012%
1869	PI-PLC-X	300	0.012%
1870	PK_C	300	0.012%
1871	Longin	299	0.012%
1872	PHM7_cyt	299	0.012%
1873	GTP_cyclohydro2	299	0.012%
1874	PhoLip_ATPase_N	299	0.012%
1875	Lactamase_B_6	299	0.012%
1876	AgrB	298	0.011%
1877	Interfer-bind	298	0.011%
1878	Katanin_con80	298	0.011%
1879	MutL_C	298	0.011%
1880	Cupin_5	298	0.011%
1881	tRNA-synt_1c	298	0.011%
1882	Nucleoporin_C	298	0.011%
1883	Lysine_decarbox	297	0.011%
1884	DEK_C	297	0.011%
1885	DHH	297	0.011%
1886	Cullin_Nedd8	297	0.011%
1887	Peptidase_C78	297	0.011%
1888	Lyase_8_N	297	0.011%
1889	HATPase_c_5	296	0.011%
1890	Anth_synt_I_N	296	0.011%
1891	XFP_N	296	0.011%
1892	Pex16	296	0.011%
1893	Pectate_lyase	296	0.011%
1894	DUF4782	296	0.011%
1895	ClpB_D2-small	296	0.011%
1896	ILVD_EDD	296	0.011%
1897	Rab3-GTPase_cat	296	0.011%
1898	VIT1	295	0.011%
1899	TMEM126	295	0.011%
1900	DUF1943	294	0.011%
1901	PhageMin_Tail	294	0.011%
1902	DUF4663	294	0.011%
1903	zf-CHY	294	0.011%
1904	MreC	293	0.011%
1905	AHSA1	293	0.011%
1906	Glyco_transf_11	293	0.011%
1907	CHASE	293	0.011%
1908	PseudoU_synth_1	293	0.011%
1909	Ydc2-catalyt	293	0.011%
1910	RraA-like	293	0.011%
1911	DUF560	293	0.011%
1912	DOCK-C2	292	0.011%
1913	RNA_pol_Rpb2_3	292	0.011%
1914	DUF3684	292	0.011%
1915	RmuC	292	0.011%
1916	DUF4471	292	0.011%
1917	Cu2_monoox_C	292	0.011%
1918	NAS	292	0.011%
1919	Glutaminase	291	0.011%
1920	EGF_3	291	0.011%
1921	Sec34	291	0.011%
1922	OMP_b-brl_2	291	0.011%
1923	CREPT	291	0.011%
1924	DUF4670	291	0.011%
1925	FliD_N	290	0.011%
1926	Exonuc_VII_L	290	0.011%
1927	ALGX	290	0.011%
1928	RsfS	290	0.011%
1929	SnoaL_2	290	0.011%
1930	Peptidase_M14	290	0.011%
1931	HSL_N	290	0.011%
1932	Vta1	290	0.011%
1933	Aph-1	290	0.011%
1934	EST1_DNA_bind	290	0.011%
1935	TRAPP	289	0.011%
1936	LpxK	289	0.011%
1937	CarboxypepD_reg	289	0.011%
1938	Sec62	289	0.011%
1939	Cu2_monooxygen	289	0.011%
1940	UPAR_LY6	288	0.011%
1941	DUF1864	288	0.011%
1942	zf-C3HC4	288	0.011%
1943	DUF1751	288	0.011%
1944	Gly_transf_sug	288	0.011%
1945	CR6_interact	288	0.011%
1946	DUF559	288	0.011%
1947	Glycos_transf_4	287	0.011%
1948	Glyco_transf_28	287	0.011%
1949	hEGF	287	0.011%
1950	SbcCD_C	287	0.011%
1951	Coatomer_E	287	0.011%
1952	NAGidase	287	0.011%
1953	Kelch_3	287	0.011%
1954	Myb_DNA-bind_3	287	0.011%
1955	CBP_BcsN	287	0.011%
1956	HTH_Crp_2	286	0.011%
1957	HTH_17	286	0.011%
1958	DUF4407	286	0.011%
1959	PHD	286	0.011%
1960	EFG_II	286	0.011%
1961	Ubiq_cyt_C_chap	286	0.011%
1962	Glyco_hydro_43	286	0.011%
1963	Lyase_aromatic	286	0.011%
1964	PH_5	286	0.011%
1965	bZIP_2	286	0.011%
1966	Cwf_Cwc_15	285	0.011%
1967	HD_3	285	0.011%
1968	DUF87	285	0.011%
1969	RRS1	285	0.011%
1970	DUF1445	285	0.011%
1971	WSC	285	0.011%
1972	DDE_Tnp_1_2	284	0.011%
1973	zf-RING_UBOX	284	0.011%
1974	FG-GAP	284	0.011%
1975	DUF766	284	0.011%
1976	Cas_Cas1	284	0.011%
1977	Ribosomal_S17e	283	0.011%
1978	UPF0020	283	0.011%
1979	Ribosomal_S30AE	283	0.011%
1980	WLM	283	0.011%
1981	Ribosomal_L14	283	0.011%
1982	Sec63	282	0.011%
1983	Peptidase_C97	282	0.011%
1984	PRONE	282	0.011%
1985	UvdE	282	0.011%
1986	Complex1_LYR	281	0.011%
1987	Synaptobrevin	281	0.011%
1988	CIA30	281	0.011%
1989	Creatinase_N	281	0.011%
1990	GRAM	280	0.011%
1991	DUF3819	280	0.011%
1992	zf-GRF	280	0.011%
1993	DUF4432	280	0.011%
1994	ABC_transp_aux	279	0.011%
1995	PQQ_3	279	0.011%
1996	DUF2228	279	0.011%
1997	RNA_pol_Rpc34	279	0.011%
1998	DUF1907	279	0.011%
1999	SLH	278	0.011%
2000	Prefoldin_2	278	0.011%
2001	PEP-utilizers_C	278	0.011%
2002	RPAP3_C	278	0.011%
2003	Ribosomal_L19	278	0.011%
2004	Death	277	0.011%
2005	UTRA	277	0.011%
2006	PAP_RNA-bind	277	0.011%
2007	Evr1_Alr	277	0.011%
2008	DUF4392	277	0.011%
2009	Agenet	277	0.011%
2010	D5_N	277	0.011%
2011	DUF4886	277	0.011%
2012	RecO_C	276	0.011%
2013	VanZ	276	0.011%
2014	Phage_capsid	276	0.011%
2015	PNK3P	276	0.011%
2016	Rotamase_3	276	0.011%
2017	Ribosomal_L28e	276	0.011%
2018	GED	276	0.011%
2019	Mic1	276	0.011%
2020	Transgly	276	0.011%
2021	Phi_1	276	0.011%
2022	BcrAD_BadFG	276	0.011%
2023	Succ_CoA_lig	276	0.011%
2024	Band_3_cyto	275	0.011%
2025	zf-TFIIIC	275	0.011%
2026	DUF881	275	0.011%
2027	Gti1_Pac2	275	0.011%
2028	Glyco_hydro_79n	275	0.011%
2029	OmpA	274	0.011%
2030	UBA_4	274	0.011%
2031	Nop	274	0.011%
2032	Ribosomal_L10	274	0.011%
2033	Dopey_N	274	0.011%
2034	Rrp44_CSD1	274	0.011%
2035	SHR-BD	274	0.011%
2036	DUF2235	274	0.011%
2037	DUF4178	273	0.011%
2038	F420_oxidored	273	0.011%
2039	Alpha-amylase_C	273	0.011%
2040	Syntaxin-6_N	273	0.011%
2041	DUF4371	273	0.011%
2042	MFS_5	273	0.011%
2043	DUF3289	273	0.011%
2044	NAD_Gly3P_dh_N	273	0.011%
2045	GCV_T	272	0.010%
2046	IL6Ra-bind	272	0.010%
2047	GUCT	272	0.010%
2048	MASE1	272	0.010%
2049	DUF1853	272	0.010%
2050	AIRC	272	0.010%
2051	Ebp2	272	0.010%
2052	Ran-binding	272	0.010%
2053	Thioredoxin_7	271	0.010%
2054	Flagellin_N	271	0.010%
2055	DUF5050	271	0.010%
2056	Glyco_transf_90	270	0.010%
2057	CRM1_C	270	0.010%
2058	KIAA1430	269	0.010%
2059	MTHFR	269	0.010%
2060	DUF4857	269	0.010%
2061	DNA_gyraseA_C	268	0.010%
2062	DUF1749	268	0.010%
2063	Spc7	268	0.010%
2064	HPPK	267	0.010%
2065	FRG	267	0.010%
2066	Uma2	267	0.010%
2067	Pep3_Vps18	267	0.010%
2068	VKOR	267	0.010%
2069	UNC45-central	267	0.010%
2070	DUF1996	267	0.010%
2071	ExbD	267	0.010%
2072	PilZ	267	0.010%
2073	V-ATPase_G	266	0.010%
2074	ZnuA	266	0.010%
2075	cobW	266	0.010%
2076	Peptidase_S24	266	0.010%
2077	Vps52	266	0.010%
2078	NT-C2	266	0.010%
2079	TBCC_N	266	0.010%
2080	ApbE	266	0.010%
2081	MIF4G_like_2	266	0.010%
2082	MRP-S22	266	0.010%
2083	PIG-H	265	0.010%
2084	GNVR	265	0.010%
2085	RNase_H2_suC	265	0.010%
2086	CMAS	265	0.010%
2087	Acyl-CoA_dh_2	264	0.010%
2088	HMG_CoA_synt_C	264	0.010%
2089	XendoU	264	0.010%
2090	Peptidase_C39	263	0.010%
2091	HAUS6_N	263	0.010%
2092	RNase_H2-Ydr279	263	0.010%
2093	Methyltransf_10	263	0.010%
2094	BCD	262	0.010%
2095	zf-B_box	262	0.010%
2096	Glyco_hydro_30	262	0.010%
2097	malic	262	0.010%
2098	DUF305	262	0.010%
2099	FA_hydroxylase	262	0.010%
2100	DUF866	262	0.010%
2101	POTRA_2	262	0.010%
2102	CHU_C	262	0.010%
2103	Sod_Cu	262	0.010%
2104	Pro-kuma_activ	262	0.010%
2105	HRDC	262	0.010%
2106	Esterase	261	0.010%
2107	Chorismate_synt	261	0.010%
2108	U-box	261	0.010%
2109	Ribosomal_L19e	261	0.010%
2110	Myotub-related	261	0.010%
2111	ANTH	261	0.010%
2112	TLV_coat	261	0.010%
2113	LRR_5	260	0.010%
2114	DUF4232	260	0.010%
2115	Lactamase_B_3	260	0.010%
2116	DREV	260	0.010%
2117	YTH	260	0.010%
2118	TraB	260	0.010%
2119	DUF3585	260	0.010%
2120	A2M_comp	260	0.010%
2121	CSD	259	0.010%
2122	Peptidase_M55	259	0.010%
2123	Melibiase_2	259	0.010%
2124	Mg_trans_NIPA	259	0.010%
2125	Amidoligase_2	259	0.010%
2126	Lamp	259	0.010%
2127	ATPgrasp_ST	259	0.010%
2128	VanY	258	0.010%
2129	EHN	258	0.010%
2130	DUF4249	258	0.010%
2131	DUF775	258	0.010%
2132	MutS_II	258	0.010%
2133	MMS19_N	258	0.010%
2134	P4Ha_N	258	0.010%
2135	DOMON	258	0.010%
2136	POT1	258	0.010%
2137	VWA_CoxE	258	0.010%
2138	T6SS_HCP	257	0.010%
2139	Dicer_dimer	257	0.010%
2140	TPR_2	257	0.010%
2141	V-ATPase_C	257	0.010%
2142	Virul_fac_BrkB	257	0.010%
2143	GNAT_acetyltr_2	257	0.010%
2144	Lant_dehydr_C	256	0.010%
2145	MgtC	256	0.010%
2146	TadE	256	0.010%
2147	Fic	256	0.010%
2148	MARVEL	256	0.010%
2149	LRAT	256	0.010%
2150	EpsG	256	0.010%
2151	Peptidase_C11	256	0.010%
2152	AAA_19	256	0.010%
2153	Peptidase_M60	256	0.010%
2154	Endostatin	256	0.010%
2155	RrnaAD	255	0.010%
2156	Slu7	255	0.010%
2157	Aldolase	255	0.010%
2158	ParA	255	0.010%
2159	DUF4618	255	0.010%
2160	Lig_chan-Glu_bd	255	0.010%
2161	DUF3452	255	0.010%
2162	NDUF_B6	255	0.010%
2163	DUF677	255	0.010%
2164	Hemerythrin	255	0.010%
2165	Flavokinase	254	0.010%
2166	YadA_stalk	254	0.010%
2167	Vasohibin	254	0.010%
2168	Glyco_transf_64	254	0.010%
2169	Serum_albumin	254	0.010%
2170	Rad9	254	0.010%
2171	OLF	254	0.010%
2172	M16C_assoc	253	0.010%
2173	FliH	253	0.010%
2174	Ysc84	253	0.010%
2175	SurA_N_3	252	0.010%
2176	DUF1772	252	0.010%
2177	Pro_CA	252	0.010%
2178	SPT16	252	0.010%
2179	Thiolase_N	252	0.010%
2180	SKA1	251	0.010%
2181	Caps_synth_CapC	251	0.010%
2182	Glyco_transf_29	251	0.010%
2183	Rit1_C	250	0.010%
2184	V-SNARE_C	250	0.010%
2185	COG4	250	0.010%
2186	WW	250	0.010%
2187	Acetyltransf_2	250	0.010%
2188	HTH_11	249	0.010%
2189	YdjC	249	0.010%
2190	UPF0054	249	0.010%
2191	RuvX	249	0.010%
2192	PhoD	249	0.010%
2193	Mlf1IP	249	0.010%
2194	UNC-93	249	0.010%
2195	RasGEF_N	249	0.010%
2196	CoA_binding_2	249	0.010%
2197	Prim-Pol	248	0.010%
2198	ThiS	248	0.010%
2199	GTA_TIM	248	0.010%
2200	SRP54	248	0.010%
2201	Utp21	248	0.010%
2202	Rubrerythrin	248	0.010%
2203	Ax_dynein_light	248	0.010%
2204	7TMR-DISMED2	248	0.010%
2205	HD_5	247	0.010%
2206	MATH	247	0.010%
2207	Pescadillo_N	247	0.010%
2208	Ribonuc_L-PSP	247	0.010%
2209	Mlh1_C	247	0.010%
2210	Ribosomal_L22	247	0.010%
2211	DUF1254	247	0.010%
2212	AIP3	247	0.010%
2213	SWIRM	246	0.009%
2214	SnoaL	246	0.009%
2215	WHG	246	0.009%
2216	CbtA	246	0.009%
2217	DUF3449	246	0.009%
2218	Josephin	246	0.009%
2219	Beta_elim_lyase	246	0.009%
2220	tRNA_deacylase	246	0.009%
2221	IF3_C	246	0.009%
2222	DUF2315	246	0.009%
2223	AAA_27	246	0.009%
2224	Bystin	246	0.009%
2225	PRY	245	0.009%
2226	DUF4807	245	0.009%
2227	DUF5117	245	0.009%
2228	Mt_ATP-synt_D	245	0.009%
2229	PHP	245	0.009%
2230	Gal_Lectin	244	0.009%
2231	14-3-3	244	0.009%
2232	DUF1672	244	0.009%
2233	LGT	244	0.009%
2234	sCache_2	243	0.009%
2235	SnoaL_4	243	0.009%
2236	GRIP	243	0.009%
2237	Integrin_beta	243	0.009%
2238	TctC	243	0.009%
2239	PapD_N	243	0.009%
2240	SAM_adeno_trans	243	0.009%
2241	Lyase_8	243	0.009%
2242	ATP-synt_B	242	0.009%
2243	zf-C3HC4_4	242	0.009%
2244	Abhydrolase_8	242	0.009%
2245	AC_N	242	0.009%
2246	DHO_dh	242	0.009%
2247	Ank_3	241	0.009%
2248	Sad1_UNC	241	0.009%
2249	DNA_binding_1	241	0.009%
2250	O-antigen_lig	241	0.009%
2251	DOT1	241	0.009%
2252	RbsD_FucU	241	0.009%
2253	YibE_F	241	0.009%
2254	Pil1	241	0.009%
2255	BacA	240	0.009%
2256	dUTPase	240	0.009%
2257	Transglut_C	240	0.009%
2258	UBA_e1_thiolCys	240	0.009%
2259	MOEP19	240	0.009%
2260	GCIP	240	0.009%
2261	DnaJ-X	239	0.009%
2262	HYR	239	0.009%
2263	W2	239	0.009%
2264	EPTP	239	0.009%
2265	Calmodulin_bind	239	0.009%
2266	Nicastrin	239	0.009%
2267	Ribosomal_L18_c	238	0.009%
2268	DivIVA	238	0.009%
2269	Collar	238	0.009%
2270	Thi4	238	0.009%
2271	LIX1	238	0.009%
2272	DUF4906	238	0.009%
2273	VPS13	238	0.009%
2274	MurB_C	237	0.009%
2275	zf-CpG_bind_C	237	0.009%
2276	DAO_C	237	0.009%
2277	GCV_H	237	0.009%
2278	XAP5	237	0.009%
2279	RecQ_Zn_bind	237	0.009%
2280	Ku_C	237	0.009%
2281	BBS2_C	237	0.009%
2282	Rep_3	237	0.009%
2283	Lipoprotein_9	237	0.009%
2284	PepX_C	237	0.009%
2285	hGDE_central	237	0.009%
2286	Suf	236	0.009%
2287	Pterin_bind	236	0.009%
2288	DUF4184	236	0.009%
2289	ATG27	236	0.009%
2290	ATPase_2	236	0.009%
2291	Polysacc_synt_4	235	0.009%
2292	SpoU_sub_bind	235	0.009%
2293	DUF2975	235	0.009%
2294	Peptidase_M16_M	235	0.009%
2295	DegV	235	0.009%
2296	BAR_2	235	0.009%
2297	DUF2066	235	0.009%
2298	DUF1365	234	0.009%
2299	KRAB	234	0.009%
2300	Shikimate_DH	234	0.009%
2301	SYCE1	234	0.009%
2302	Nop25	234	0.009%
2303	DUF2181	234	0.009%
2304	Phage_portal	234	0.009%
2305	TraX	234	0.009%
2306	MarR	234	0.009%
2307	Leuk-A4-hydro_C	233	0.009%
2308	PEX11	233	0.009%
2309	Lactonase	233	0.009%
2310	DUF4071	233	0.009%
2311	Peptidase_M18	232	0.009%
2312	Laminin_N	232	0.009%
2313	Thg1	232	0.009%
2314	CNOT1_HEAT	232	0.009%
2315	Gly_rich	231	0.009%
2316	RmlD_sub_bind	231	0.009%
2317	TrkA_N	231	0.009%
2318	PRORP	231	0.009%
2319	Hepar_II_III_N	231	0.009%
2320	Nipped-B_C	231	0.009%
2321	Glyco_transf_9	230	0.009%
2322	CBM_4_9	230	0.009%
2323	DUF455	230	0.009%
2324	UvrC_HhH_N	230	0.009%
2325	TGT	230	0.009%
2326	YbjN	230	0.009%
2327	LUC7	230	0.009%
2328	Asparaginase	230	0.009%
2329	CARD	229	0.009%
2330	CbiJ	229	0.009%
2331	Polyketide_cyc2	229	0.009%
2332	Vps23_core	229	0.009%
2333	DNA_mis_repair	229	0.009%
2334	DUF1712	229	0.009%
2335	DFRP_C	228	0.009%
2336	Gtr1_RagA	228	0.009%
2337	MAT1	228	0.009%
2338	DUF4174	228	0.009%
2339	DcpS	228	0.009%
2340	HipA_C	228	0.009%
2341	Ribosomal_L5e	228	0.009%
2342	PAS_7	228	0.009%
2343	Ribosomal_S7e	227	0.009%
2344	RecO_N	227	0.009%
2345	S-methyl_trans	227	0.009%
2346	DUF3712	227	0.009%
2347	Dynein_light	227	0.009%
2348	Flg_new	226	0.009%
2349	zf-AN1	226	0.009%
2350	Diphthami_syn_2	226	0.009%
2351	ARID	226	0.009%
2352	Coatomer_WDAD	226	0.009%
2353	CxxCxxCC	226	0.009%
2354	DNA_pol3_beta_2	226	0.009%
2355	FERM_C	226	0.009%
2356	COQ9	225	0.009%
2357	Collagen	225	0.009%
2358	FliS	225	0.009%
2359	Tropomyosin	225	0.009%
2360	Ter	225	0.009%
2361	TPR_20	225	0.009%
2362	LdpA_C	225	0.009%
2363	MH2	225	0.009%
2364	VIT	225	0.009%
2365	PdxA	224	0.009%
2366	DUF814	224	0.009%
2367	zf-Sec23_Sec24	224	0.009%
2368	Myb_Cef	224	0.009%
2369	NDUFA12	224	0.009%
2370	U3_assoc_6	224	0.009%
2371	TMEM18	224	0.009%
2372	Gmad1	224	0.009%
2373	HTH_42	224	0.009%
2374	ATP-sulfurylase	224	0.009%
2375	Bactofilin	223	0.009%
2376	COMM_domain	223	0.009%
2377	Topoisom_I	223	0.009%
2378	DUF2817	223	0.009%
2379	VWC	223	0.009%
2380	PTH2	223	0.009%
2381	DUF3328	223	0.009%
2382	Methyltransf_8	223	0.009%
2383	RED_N	223	0.009%
2384	Ints3	223	0.009%
2385	MipA	223	0.009%
2386	CBM_48	222	0.009%
2387	Skp1	222	0.009%
2388	UPF0051	222	0.009%
2389	Hepar_II_III	222	0.009%
2390	Transketolase_N	222	0.009%
2391	TMC	222	0.009%
2392	Sds3	222	0.009%
2393	Glucodextran_C	222	0.009%
2394	AIRS	222	0.009%
2395	Ribosomal_L13	222	0.009%
2396	Anoct_dimer	221	0.009%
2397	AF-4	221	0.009%
2398	DUF3284	221	0.009%
2399	MDMPI_N	221	0.009%
2400	Sigma70_ner	221	0.009%
2401	Hira	221	0.009%
2402	TB2_DP1_HVA22	221	0.009%
2403	CobS	221	0.009%
2404	DNA_pol3_beta_3	221	0.009%
2405	DUF2057	221	0.009%
2406	FTHFS	221	0.009%
2407	Glyco_tranf_2_3	221	0.009%
2408	TSP_3	221	0.009%
2409	IU_nuc_hydro	221	0.009%
2410	Uds1	221	0.009%
2411	DUF1537	221	0.009%
2412	Symplekin_C	221	0.009%
2413	ALAD	220	0.008%
2414	KH_2	220	0.008%
2415	POTRA	220	0.008%
2416	TRCF	220	0.008%
2417	PMSR	220	0.008%
2418	FANCI_S4	220	0.008%
2419	Peptidase_S11	220	0.008%
2420	Alpha_adaptinC2	220	0.008%
2421	Ribosomal_L7Ae	220	0.008%
2422	Glucosamine_iso	220	0.008%
2423	MNHE	220	0.008%
2424	Phage_int_SAM_3	219	0.008%
