Orthologous Groups Frequency Analysis
==================================================

Files processed: 27,866
Files with orthologous_groups: 18,159
Total orthologous_groups instances: 88,315
Unique orthologous_groups types: 57,191

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
25564	3BJ8G@33208|Metazoa	1	0.001%
25565	3CW50@33213|Bilateria	1	0.001%
25566	41XPQ@6656|Arthropoda	1	0.001%
25567	3SGZJ@50557|Insecta	1	0.001%
25568	3EA7W@33342|Paraneoptera	1	0.001%
25569	39VI3@33154|Opisthokonta	1	0.001%
25570	3BBXD@33208|Metazoa	1	0.001%
25571	3CRYV@33213|Bilateria	1	0.001%
25572	2CYNB@1|root	1	0.001%
25573	2S5AN@2759|Eukaryota	1	0.001%
25574	3A7TZ@33154|Opisthokonta	1	0.001%
25575	3J743@40674|Mammalia	1	0.001%
25576	4A01A@7898|Actinopterygii	1	0.001%
25577	39CUN@33154|Opisthokonta	1	0.001%
25578	3BE16@33208|Metazoa	1	0.001%
25579	3CTKM@33213|Bilateria	1	0.001%
25580	48463@7711|Chordata	1	0.001%
25581	491RP@7742|Vertebrata	1	0.001%
25582	4CIMS@8459|Testudines	1	0.001%
25583	28MVJ@1|root	1	0.001%
25584	2QUDT@2759|Eukaryota	1	0.001%
25585	3A0QS@33154|Opisthokonta	1	0.001%
25586	3BGSM@33208|Metazoa	1	0.001%
25587	3D4W8@33213|Bilateria	1	0.001%
25588	38H2M@33154|Opisthokonta	1	0.001%
25589	3BB11@33208|Metazoa	1	0.001%
25590	3CYUP@33213|Bilateria	1	0.001%
25591	4867Q@7711|Chordata	1	0.001%
25592	490WK@7742|Vertebrata	1	0.001%
25593	49QAY@7898|Actinopterygii	1	0.001%
25594	KOG4605@1|root	1	0.001%
25595	KOG4605@2759|Eukaryota	1	0.001%
25596	3A8Z4@33154|Opisthokonta	1	0.001%
25597	3CNFC@33208|Metazoa	1	0.001%
25598	3E4K8@33213|Bilateria	1	0.001%
25599	48EIW@7711|Chordata	1	0.001%
25600	49BIH@7742|Vertebrata	1	0.001%
25601	4A4PN@7898|Actinopterygii	1	0.001%
25602	38B6K@33154|Opisthokonta	1	0.001%
25603	3BDE9@33208|Metazoa	1	0.001%
25604	3CSY8@33213|Bilateria	1	0.001%
25605	480Q5@7711|Chordata	1	0.001%
25606	48ZP4@7742|Vertebrata	1	0.001%
25607	49RIB@7898|Actinopterygii	1	0.001%
25608	40G8Y@6231|Nematoda	1	0.001%
25609	1KZ8J@119089|Chromadorea	1	0.001%
25610	40WUZ@6236|Rhabditida	1	0.001%
25611	KOG4570@1|root	1	0.001%
25612	KOG4570@2759|Eukaryota	1	0.001%
25613	38HXS@33154|Opisthokonta	1	0.001%
25614	3BFI3@33208|Metazoa	1	0.001%
25615	3D1BC@33213|Bilateria	1	0.001%
25616	41UV4@6656|Arthropoda	1	0.001%
25617	3SH9R@50557|Insecta	1	0.001%
25618	46GIZ@7399|Hymenoptera	1	0.001%
25619	481S9@7711|Chordata	1	0.001%
25620	39RAJ@33154|Opisthokonta	1	0.001%
25621	3BN3P@33208|Metazoa	1	0.001%
25622	3D05P@33213|Bilateria	1	0.001%
25623	38DQS@33154|Opisthokonta	1	0.001%
25624	3BK20@33208|Metazoa	1	0.001%
25625	3CYN0@33213|Bilateria	1	0.001%
25626	2I3R2@201174|Actinobacteria	1	0.001%
25627	40BR5@6231|Nematoda	1	0.001%
25628	1KV2G@119089|Chromadorea	1	0.001%
25629	4106G@6236|Rhabditida	1	0.001%
25630	1MK82@121069|Pythiales	1	0.001%
25631	3BAPE@33208|Metazoa	1	0.001%
25632	3CRC4@33213|Bilateria	1	0.001%
25633	483SK@7711|Chordata	1	0.001%
25634	491ZR@7742|Vertebrata	1	0.001%
25635	3E8RN@33342|Paraneoptera	1	0.001%
25636	KOG0653@2759|Eukaryota	1	0.001%
25637	38F4R@33154|Opisthokonta	1	0.001%
25638	3BB78@33208|Metazoa	1	0.001%
25639	3CTCK@33213|Bilateria	1	0.001%
25640	KOG2846@1|root	1	0.001%
25641	KOG2846@2759|Eukaryota	1	0.001%
25642	39T6G@33154|Opisthokonta	1	0.001%
25643	3BEMN@33208|Metazoa	1	0.001%
25644	3CZII@33213|Bilateria	1	0.001%
25645	488V5@7711|Chordata	1	0.001%
25646	2RXG9@2759|Eukaryota	1	0.001%
25647	39VFQ@33154|Opisthokonta	1	0.001%
25648	3BPGT@33208|Metazoa	1	0.001%
25649	3D3P4@33213|Bilateria	1	0.001%
25650	47ZH0@7711|Chordata	1	0.001%
25651	495UC@7742|Vertebrata	1	0.001%
25652	4A30G@7898|Actinopterygii	1	0.001%
25653	3AQW8@33154|Opisthokonta	1	0.001%
25654	2ARWE@1|root	1	0.001%
25655	2RZNC@2759|Eukaryota	1	0.001%
25656	3A2WW@33154|Opisthokonta	1	0.001%
25657	3BQW0@33208|Metazoa	1	0.001%
25658	3D40Z@33213|Bilateria	1	0.001%
25659	2BVEF@1|root	1	0.001%
25660	2S26E@2759|Eukaryota	1	0.001%
25661	3A4AP@33154|Opisthokonta	1	0.001%
25662	3BSEZ@33208|Metazoa	1	0.001%
25663	3D8AN@33213|Bilateria	1	0.001%
25664	48JYN@7711|Chordata	1	0.001%
25665	49GV7@7742|Vertebrata	1	0.001%
25666	4A7R4@7898|Actinopterygii	1	0.001%
25667	420KN@6656|Arthropoda	1	0.001%
25668	41YRJ@6656|Arthropoda	1	0.001%
25669	KOG3195@1|root	1	0.001%
25670	KOG3195@2759|Eukaryota	1	0.001%
25671	39WB2@33154|Opisthokonta	1	0.001%
25672	3BD24@33208|Metazoa	1	0.001%
25673	3CUXA@33213|Bilateria	1	0.001%
25674	38BDE@33154|Opisthokonta	1	0.001%
25675	3BC9V@33208|Metazoa	1	0.001%
25676	3CW3S@33213|Bilateria	1	0.001%
25677	48490@7711|Chordata	1	0.001%
25678	39RWQ@33154|Opisthokonta	1	0.001%
25679	3B976@33208|Metazoa	1	0.001%
25680	3D1W7@33213|Bilateria	1	0.001%
25681	38D0F@33154|Opisthokonta	1	0.001%
25682	3BH35@33208|Metazoa	1	0.001%
25683	3CT0Y@33213|Bilateria	1	0.001%
25684	480V6@7711|Chordata	1	0.001%
25685	48YZQ@7742|Vertebrata	1	0.001%
25686	4A0NQ@7898|Actinopterygii	1	0.001%
25687	41VP3@6656|Arthropoda	1	0.001%
25688	39R7I@33154|Opisthokonta	1	0.001%
25689	3BRII@33208|Metazoa	1	0.001%
25690	3D8FP@33213|Bilateria	1	0.001%
25691	4866Q@7711|Chordata	1	0.001%
25692	499JY@7742|Vertebrata	1	0.001%
25693	3J6A8@40674|Mammalia	1	0.001%
25694	35E17@314146|Euarchontoglires	1	0.001%
25695	4PZKG@9989|Rodentia	1	0.001%
25696	41UT8@6656|Arthropoda	1	0.001%
25697	3SH79@50557|Insecta	1	0.001%
25698	41XET@6656|Arthropoda	1	0.001%
25699	3SJHI@50557|Insecta	1	0.001%
25700	46I98@7399|Hymenoptera	1	0.001%
25701	49SNC@7898|Actinopterygii	1	0.001%
25702	3NUEZ@4751|Fungi	1	0.001%
25703	3QQ90@4890|Ascomycota	1	0.001%
25704	3RR3M@4891|Saccharomycetes	1	0.001%
25705	47BKV@766764|Debaryomycetaceae	1	0.001%
25706	48B2K@7711|Chordata	1	0.001%
25707	496W4@7742|Vertebrata	1	0.001%
25708	49RVM@7898|Actinopterygii	1	0.001%
25709	39S1P@33154|Opisthokonta	1	0.001%
25710	3BA5R@33208|Metazoa	1	0.001%
25711	3CX8S@33213|Bilateria	1	0.001%
25712	480UZ@7711|Chordata	1	0.001%
25713	4977Q@7742|Vertebrata	1	0.001%
25714	49PUP@7898|Actinopterygii	1	0.001%
25715	481Q1@7711|Chordata	1	0.001%
25716	496MD@7742|Vertebrata	1	0.001%
25717	49TJT@7898|Actinopterygii	1	0.001%
25718	39S5A@33154|Opisthokonta	1	0.001%
25719	3BHUJ@33208|Metazoa	1	0.001%
25720	3D2JB@33213|Bilateria	1	0.001%
25721	480PT@7711|Chordata	1	0.001%
25722	48XHW@7742|Vertebrata	1	0.001%
25723	4GJHF@8782|Aves	1	0.001%
25724	38GVP@33154|Opisthokonta	1	0.001%
25725	3NWMC@4751|Fungi	1	0.001%
25726	1GS9N@112252|Fungi incertae sedis	1	0.001%
25727	KOG3099@2759|Eukaryota	1	0.001%
25728	38F69@33154|Opisthokonta	1	0.001%
25729	3BF9I@33208|Metazoa	1	0.001%
25730	3CWYR@33213|Bilateria	1	0.001%
25731	4818Z@7711|Chordata	1	0.001%
25732	491DK@7742|Vertebrata	1	0.001%
25733	49XWY@7898|Actinopterygii	1	0.001%
25734	3SQIB@50557|Insecta	1	0.001%
25735	450ZS@7147|Diptera	1	0.001%
25736	45RDQ@7214|Drosophilidae	1	0.001%
25737	COG2225@1|root	1	0.001%
25738	KOG1261@2759|Eukaryota	1	0.001%
25739	38GR5@33154|Opisthokonta	1	0.001%
25740	3BGP2@33208|Metazoa	1	0.001%
25741	3D0YI@33213|Bilateria	1	0.001%
25742	38FKI@33154|Opisthokonta	1	0.001%
25743	3BGCN@33208|Metazoa	1	0.001%
25744	3CRDF@33213|Bilateria	1	0.001%
25745	480X1@7711|Chordata	1	0.001%
25746	4962K@7742|Vertebrata	1	0.001%
25747	49YUX@7898|Actinopterygii	1	0.001%
25748	28U0V@1|root	1	0.001%
25749	2R0RF@2759|Eukaryota	1	0.001%
25750	39S6Y@33154|Opisthokonta	1	0.001%
25751	3BKPG@33208|Metazoa	1	0.001%
25752	3D1EE@33213|Bilateria	1	0.001%
25753	480SW@7711|Chordata	1	0.001%
25754	492N8@7742|Vertebrata	1	0.001%
25755	4CDXH@8459|Testudines	1	0.001%
25756	488Y0@7711|Chordata	1	0.001%
25757	4928R@7742|Vertebrata	1	0.001%
25758	3JCXF@40674|Mammalia	1	0.001%
25759	35NIX@314146|Euarchontoglires	1	0.001%
25760	38VED@33154|Opisthokonta	1	0.001%
25761	3BBT9@33208|Metazoa	1	0.001%
25762	3CUFS@33213|Bilateria	1	0.001%
25763	41UM4@6656|Arthropoda	1	0.001%
25764	41YIB@6656|Arthropoda	1	0.001%
25765	3SJ2T@50557|Insecta	1	0.001%
25766	41UDZ@6656|Arthropoda	1	0.001%
25767	KOG1310@2759|Eukaryota	1	0.001%
25768	38DRV@33154|Opisthokonta	1	0.001%
25769	3BB28@33208|Metazoa	1	0.001%
25770	3CTM7@33213|Bilateria	1	0.001%
25771	41UGQ@6656|Arthropoda	1	0.001%
25772	41Y9I@6656|Arthropoda	1	0.001%
25773	39XQM@33154|Opisthokonta	1	0.001%
25774	3C5V0@33208|Metazoa	1	0.001%
25775	3E40Z@33213|Bilateria	1	0.001%
25776	41YJN@6656|Arthropoda	1	0.001%
25777	3SHB9@50557|Insecta	1	0.001%
25778	46MZG@7399|Hymenoptera	1	0.001%
25779	4HRJW@91061|Bacilli	1	0.001%
25780	1ZRSZ@1386|Bacillus	1	0.001%
25781	24D1S@186801|Clostridia	1	0.001%
25782	3WH4J@541000|Ruminococcaceae	1	0.001%
25783	47Z6D@7711|Chordata	1	0.001%
25784	490XK@7742|Vertebrata	1	0.001%
25785	4C9V7@8459|Testudines	1	0.001%
25786	38FR7@33154|Opisthokonta	1	0.001%
25787	3BG82@33208|Metazoa	1	0.001%
25788	3D1CH@33213|Bilateria	1	0.001%
25789	41VIV@6656|Arthropoda	1	0.001%
25790	1NBMC@1224|Proteobacteria	1	0.001%
25791	1S007@1236|Gammaproteobacteria	1	0.001%
25792	3J2AJ@40674|Mammalia	1	0.001%
25793	34TQT@311790|Afrotheria	1	0.001%
25794	28I61@1|root	1	0.001%
25795	2Z895@2|Bacteria	1	0.001%
25796	1NE22@1224|Proteobacteria	1	0.001%
25797	1RS77@1236|Gammaproteobacteria	1	0.001%
25798	1MYHA@1224|Proteobacteria	1	0.001%
25799	1S7JM@1236|Gammaproteobacteria	1	0.001%
25800	283GG@191675|unclassified Enterobacteriaceae	1	0.001%
25801	2DESM@1|root	1	0.001%
25802	2ZP2U@2|Bacteria	1	0.001%
25803	1R3P1@1224|Proteobacteria	1	0.001%
25804	1T6AB@1236|Gammaproteobacteria	1	0.001%
25805	1N9NK@1224|Proteobacteria	1	0.001%
25806	1SCDH@1236|Gammaproteobacteria	1	0.001%
25807	COG2813@1|root	1	0.001%
25808	COG2813@2|Bacteria	1	0.001%
25809	1QWWU@1224|Proteobacteria	1	0.001%
25810	1R9XE@1224|Proteobacteria	1	0.001%
25811	1S2YR@1236|Gammaproteobacteria	1	0.001%
25812	1NQKS@1224|Proteobacteria	1	0.001%
25813	1SKXZ@1236|Gammaproteobacteria	1	0.001%
25814	1RHIT@1224|Proteobacteria	1	0.001%
25815	1S64Z@1236|Gammaproteobacteria	1	0.001%
25816	41DB2@629|Yersinia	1	0.001%
25817	1RF39@1224|Proteobacteria	1	0.001%
25818	1SEBB@1236|Gammaproteobacteria	1	0.001%
25819	1NUAB@1224|Proteobacteria	1	0.001%
25820	1RNYQ@1236|Gammaproteobacteria	1	0.001%
25821	1RHKZ@1224|Proteobacteria	1	0.001%
25822	1S7XK@1236|Gammaproteobacteria	1	0.001%
25823	1Y33H@135623|Vibrionales	1	0.001%
25824	42SJT@68525|delta/epsilon subdivisions	1	0.001%
25825	2WP3F@28221|Deltaproteobacteria	1	0.001%
25826	2YURW@29|Myxococcales	1	0.001%
25827	297F4@1|root	1	0.001%
25828	2ZUNI@2|Bacteria	1	0.001%
25829	1Q9AW@1224|Proteobacteria	1	0.001%
25830	1RNU1@1236|Gammaproteobacteria	1	0.001%
25831	43PI7@69277|Phyllobacteriaceae	1	0.001%
25832	1MU5G@1224|Proteobacteria	1	0.001%
25833	1RM93@1236|Gammaproteobacteria	1	0.001%
25834	1XI75@135619|Oceanospirillales	1	0.001%
25835	1MUNQ@1224|Proteobacteria	1	0.001%
25836	42MSP@68525|delta/epsilon subdivisions	1	0.001%
25837	2WJM0@28221|Deltaproteobacteria	1	0.001%
25838	2MJ63@213118|Desulfobacterales	1	0.001%
25839	2C45F@1|root	1	0.001%
25840	2SUDZ@2759|Eukaryota	1	0.001%
25841	3AQJP@33154|Opisthokonta	1	0.001%
25842	3PFD3@4751|Fungi	1	0.001%
25843	3R4KG@4890|Ascomycota	1	0.001%
25844	205YE@147541|Dothideomycetes	1	0.001%
25845	4KHUV@92860|Pleosporales	1	0.001%
25846	1RDJW@1224|Proteobacteria	1	0.001%
25847	1S415@1236|Gammaproteobacteria	1	0.001%
25848	2E7N1@1|root	1	0.001%
25849	3323V@2|Bacteria	1	0.001%
25850	1N9MD@1224|Proteobacteria	1	0.001%
25851	1SCYU@1236|Gammaproteobacteria	1	0.001%
25852	1NW59@1224|Proteobacteria	1	0.001%
25853	1SPNA@1236|Gammaproteobacteria	1	0.001%
25854	29DXX@1|root	1	0.001%
25855	300VW@2|Bacteria	1	0.001%
25856	1RFE3@1224|Proteobacteria	1	0.001%
25857	2VRFW@28216|Betaproteobacteria	1	0.001%
25858	1K879@119060|Burkholderiaceae	1	0.001%
25859	2D2II@1|root	1	0.001%
25860	2SN0H@2759|Eukaryota	1	0.001%
25861	3A30K@33154|Opisthokonta	1	0.001%
25862	3P2T7@4751|Fungi	1	0.001%
25863	3QVSK@4890|Ascomycota	1	0.001%
25864	2E34S@1|root	1	0.001%
25865	2SA9I@2759|Eukaryota	1	0.001%
25866	39XK5@33154|Opisthokonta	1	0.001%
25867	3P0IU@4751|Fungi	1	0.001%
25868	3QTK0@4890|Ascomycota	1	0.001%
25869	1ZXAM@147541|Dothideomycetes	1	0.001%
25870	4KCCT@92860|Pleosporales	1	0.001%
25871	2BZWI@1|root	1	0.001%
25872	2SM13@2759|Eukaryota	1	0.001%
25873	39XIA@33154|Opisthokonta	1	0.001%
25874	3P234@4751|Fungi	1	0.001%
25875	3QQ6C@4890|Ascomycota	1	0.001%
25876	216UC@147550|Sordariomycetes	1	0.001%
25877	41R66@639021|Magnaporthales	1	0.001%
25878	1Q8II@1224|Proteobacteria	1	0.001%
25879	1S5T1@1236|Gammaproteobacteria	1	0.001%
25880	COG0179@1|root	1	0.001%
25881	KOG1535@2759|Eukaryota	1	0.001%
25882	38DXI@33154|Opisthokonta	1	0.001%
25883	3NWBY@4751|Fungi	1	0.001%
25884	3QKG7@4890|Ascomycota	1	0.001%
25885	20FV3@147545|Eurotiomycetes	1	0.001%
25886	3SAV8@5042|Eurotiales	1	0.001%
25887	3NUU3@4751|Fungi	1	0.001%
25888	3QKGW@4890|Ascomycota	1	0.001%
25889	200AS@147541|Dothideomycetes	1	0.001%
25890	4KDDN@92860|Pleosporales	1	0.001%
25891	39VYJ@33154|Opisthokonta	1	0.001%
25892	3BIWK@33208|Metazoa	1	0.001%
25893	3D0BZ@33213|Bilateria	1	0.001%
25894	480NK@7711|Chordata	1	0.001%
25895	497TS@7742|Vertebrata	1	0.001%
25896	3J56M@40674|Mammalia	1	0.001%
25897	359EN@314146|Euarchontoglires	1	0.001%
25898	4MB3Z@9443|Primates	1	0.001%
25899	4MSMB@9604|Hominidae	1	0.001%
25900	2EJRM@1|root	1	0.001%
25901	2SJXM@2759|Eukaryota	1	0.001%
25902	39J5A@33154|Opisthokonta	1	0.001%
25903	3Q3HE@4751|Fungi	1	0.001%
25904	3RKIT@4890|Ascomycota	1	0.001%
25905	20TQF@147545|Eurotiomycetes	1	0.001%
25906	3SDYZ@5042|Eurotiales	1	0.001%
25907	3NVZ2@4751|Fungi	1	0.001%
25908	3QNR3@4890|Ascomycota	1	0.001%
25909	200MI@147541|Dothideomycetes	1	0.001%
25910	4KBYD@92860|Pleosporales	1	0.001%
25911	29PN3@1|root	1	0.001%
25912	2RWZS@2759|Eukaryota	1	0.001%
25913	3A49X@33154|Opisthokonta	1	0.001%
25914	3P4ZN@4751|Fungi	1	0.001%
25915	3QWFG@4890|Ascomycota	1	0.001%
25916	COG3526@1|root	1	0.001%
25917	2RYFW@2759|Eukaryota	1	0.001%
25918	39GYJ@33154|Opisthokonta	1	0.001%
25919	3NWHM@4751|Fungi	1	0.001%
25920	3QQIT@4890|Ascomycota	1	0.001%
25921	204S1@147541|Dothideomycetes	1	0.001%
25922	KOG4533@1|root	1	0.001%
25923	KOG4533@2759|Eukaryota	1	0.001%
25924	3A4VF@33154|Opisthokonta	1	0.001%
25925	3P3U4@4751|Fungi	1	0.001%
25926	3QWV4@4890|Ascomycota	1	0.001%
25927	2026Q@147541|Dothideomycetes	1	0.001%
25928	4KGPI@92860|Pleosporales	1	0.001%
25929	2DXXF@1|root	1	0.001%
25930	2S6TD@2759|Eukaryota	1	0.001%
25931	3A3EG@33154|Opisthokonta	1	0.001%
25932	3P45R@4751|Fungi	1	0.001%
25933	3QVYN@4890|Ascomycota	1	0.001%
25934	202SA@147541|Dothideomycetes	1	0.001%
25935	4KHU8@92860|Pleosporales	1	0.001%
25936	2EFQD@1|root	1	0.001%
25937	2SKVB@2759|Eukaryota	1	0.001%
25938	3AIEX@33154|Opisthokonta	1	0.001%
25939	3PCZB@4751|Fungi	1	0.001%
25940	3R2UM@4890|Ascomycota	1	0.001%
25941	2EK2R@1|root	1	0.001%
25942	2SQ2Q@2759|Eukaryota	1	0.001%
25943	39TXZ@33154|Opisthokonta	1	0.001%
25944	3P1NV@4751|Fungi	1	0.001%
25945	3QUHN@4890|Ascomycota	1	0.001%
25946	20RYT@147545|Eurotiomycetes	1	0.001%
25947	3MUT0@451870|Chaetothyriomycetidae	1	0.001%
25948	2CSBD@1|root	1	0.001%
25949	2RB57@2759|Eukaryota	1	0.001%
25950	38MHE@33154|Opisthokonta	1	0.001%
25951	3PPDI@4751|Fungi	1	0.001%
25952	3R8PF@4890|Ascomycota	1	0.001%
25953	20758@147541|Dothideomycetes	1	0.001%
25954	4KG52@92860|Pleosporales	1	0.001%
25955	2EMNS@1|root	1	0.001%
25956	2SR9U@2759|Eukaryota	1	0.001%
25957	3A3Y5@33154|Opisthokonta	1	0.001%
25958	3P3PY@4751|Fungi	1	0.001%
25959	3QV2Z@4890|Ascomycota	1	0.001%
25960	207WG@147541|Dothideomycetes	1	0.001%
25961	4KJEI@92860|Pleosporales	1	0.001%
25962	3AGWQ@33154|Opisthokonta	1	0.001%
25963	3PAWR@4751|Fungi	1	0.001%
25964	3RJE2@4890|Ascomycota	1	0.001%
25965	213J2@147550|Sordariomycetes	1	0.001%
25966	39KXS@33154|Opisthokonta	1	0.001%
25967	3Q5BG@4751|Fungi	1	0.001%
25968	3RNW3@4890|Ascomycota	1	0.001%
25969	21S35@147550|Sordariomycetes	1	0.001%
25970	1ZYT6@147541|Dothideomycetes	1	0.001%
25971	3MIFH@451867|Dothideomycetidae	1	0.001%
25972	2E82E@1|root	1	0.001%
25973	2SEK1@2759|Eukaryota	1	0.001%
25974	3A8YK@33154|Opisthokonta	1	0.001%
25975	3P7VT@4751|Fungi	1	0.001%
25976	3R4BD@4890|Ascomycota	1	0.001%
25977	21B23@147550|Sordariomycetes	1	0.001%
25978	3TIXT@5125|Hypocreales	1	0.001%
25979	3TXNI@5129|Hypocreaceae	1	0.001%
25980	2EXJI@1|root	1	0.001%
25981	2SZ7S@2759|Eukaryota	1	0.001%
25982	3AD4J@33154|Opisthokonta	1	0.001%
25983	3P9TH@4751|Fungi	1	0.001%
25984	3QXXR@4890|Ascomycota	1	0.001%
25985	205MJ@147541|Dothideomycetes	1	0.001%
25986	2EDMP@1|root	1	0.001%
25987	2SJ7Y@2759|Eukaryota	1	0.001%
25988	3A5CD@33154|Opisthokonta	1	0.001%
25989	3P4GU@4751|Fungi	1	0.001%
25990	3QW7F@4890|Ascomycota	1	0.001%
25991	219D2@147550|Sordariomycetes	1	0.001%
25992	2ET7P@1|root	1	0.001%
25993	2SVM5@2759|Eukaryota	1	0.001%
25994	3AAV0@33154|Opisthokonta	1	0.001%
25995	3P7PR@4751|Fungi	1	0.001%
25996	3QYZG@4890|Ascomycota	1	0.001%
25997	202V1@147541|Dothideomycetes	1	0.001%
25998	3QN5J@4890|Ascomycota	1	0.001%
25999	211TM@147550|Sordariomycetes	1	0.001%
26000	3AN8S@33154|Opisthokonta	1	0.001%
26001	3PEGG@4751|Fungi	1	0.001%
26002	3R0HA@4890|Ascomycota	1	0.001%
26003	2CUAG@1|root	1	0.001%
26004	2S4DK@2759|Eukaryota	1	0.001%
26005	3A66R@33154|Opisthokonta	1	0.001%
26006	3P4WU@4751|Fungi	1	0.001%
26007	3QWIH@4890|Ascomycota	1	0.001%
26008	202J6@147541|Dothideomycetes	1	0.001%
26009	4KFHY@92860|Pleosporales	1	0.001%
26010	39REN@33154|Opisthokonta	1	0.001%
26011	3NTWI@4751|Fungi	1	0.001%
26012	3QJNI@4890|Ascomycota	1	0.001%
26013	20RXG@147545|Eurotiomycetes	1	0.001%
26014	3MSIV@451870|Chaetothyriomycetidae	1	0.001%
26015	2D5WG@1|root	1	0.001%
26016	2SZXU@2759|Eukaryota	1	0.001%
26017	3AV88@33154|Opisthokonta	1	0.001%
26018	3P8U9@4751|Fungi	1	0.001%
26019	3R399@4890|Ascomycota	1	0.001%
26020	2SYW6@2759|Eukaryota	1	0.001%
26021	3A9YB@33154|Opisthokonta	1	0.001%
26022	3P40X@4751|Fungi	1	0.001%
26023	3QYNK@4890|Ascomycota	1	0.001%
26024	2031P@147541|Dothideomycetes	1	0.001%
26025	4KFM4@92860|Pleosporales	1	0.001%
26026	3A7Q9@33154|Opisthokonta	1	0.001%
26027	3P6CN@4751|Fungi	1	0.001%
26028	3QQRE@4890|Ascomycota	1	0.001%
26029	28KP5@1|root	1	0.001%
26030	2QT50@2759|Eukaryota	1	0.001%
26031	38DR6@33154|Opisthokonta	1	0.001%
26032	3P0GV@4751|Fungi	1	0.001%
26033	3QMU1@4890|Ascomycota	1	0.001%
26034	200DV@147541|Dothideomycetes	1	0.001%
26035	4KDHF@92860|Pleosporales	1	0.001%
26036	2CPXZ@1|root	1	0.001%
26037	2R35I@2759|Eukaryota	1	0.001%
26038	3AK84@33154|Opisthokonta	1	0.001%
26039	3PDKQ@4751|Fungi	1	0.001%
26040	3R3D3@4890|Ascomycota	1	0.001%
26041	21UW3@147550|Sordariomycetes	1	0.001%
26042	3TPHG@5125|Hypocreales	1	0.001%
26043	1FWA7@110618|Nectriaceae	1	0.001%
26044	3QN9E@4890|Ascomycota	1	0.001%
26045	20BKH@147545|Eurotiomycetes	1	0.001%
26046	3B1MY@33183|Onygenales	1	0.001%
26047	3FS5V@34384|Arthrodermataceae	1	0.001%
26048	2CTVJ@1|root	1	0.001%
26049	2RHVS@2759|Eukaryota	1	0.001%
26050	38MZR@33154|Opisthokonta	1	0.001%
26051	3PPW6@4751|Fungi	1	0.001%
26052	3R986@4890|Ascomycota	1	0.001%
26053	207RH@147541|Dothideomycetes	1	0.001%
26054	4KGKQ@92860|Pleosporales	1	0.001%
26055	2EE0J@1|root	1	0.001%
26056	2SJHN@2759|Eukaryota	1	0.001%
26057	39Y4I@33154|Opisthokonta	1	0.001%
26058	3NXJF@4751|Fungi	1	0.001%
26059	3QS0W@4890|Ascomycota	1	0.001%
26060	20M5Z@147545|Eurotiomycetes	1	0.001%
26061	2E6HJ@1|root	1	0.001%
26062	2SD76@2759|Eukaryota	1	0.001%
26063	3A52Z@33154|Opisthokonta	1	0.001%
26064	3P4G6@4751|Fungi	1	0.001%
26065	3QUU6@4890|Ascomycota	1	0.001%
26066	202KW@147541|Dothideomycetes	1	0.001%
26067	4KDKF@92860|Pleosporales	1	0.001%
26068	38GRF@33154|Opisthokonta	1	0.001%
26069	3NYW0@4751|Fungi	1	0.001%
26070	3QNZZ@4890|Ascomycota	1	0.001%
26071	28N99@1|root	1	0.001%
26072	2QUUP@2759|Eukaryota	1	0.001%
26073	38H03@33154|Opisthokonta	1	0.001%
26074	3NVSC@4751|Fungi	1	0.001%
26075	3QSR9@4890|Ascomycota	1	0.001%
26076	1ZXSA@147541|Dothideomycetes	1	0.001%
26077	4KDV0@92860|Pleosporales	1	0.001%
26078	28SW0@1|root	1	0.001%
26079	2QZJZ@2759|Eukaryota	1	0.001%
26080	39SJA@33154|Opisthokonta	1	0.001%
26081	3NWH1@4751|Fungi	1	0.001%
26082	3QPV5@4890|Ascomycota	1	0.001%
26083	20CFJ@147545|Eurotiomycetes	1	0.001%
26084	3MV34@451870|Chaetothyriomycetidae	1	0.001%
26085	3QKIZ@4890|Ascomycota	1	0.001%
26086	203HJ@147541|Dothideomycetes	1	0.001%
26087	4KEJS@92860|Pleosporales	1	0.001%
26088	2F96V@1|root	1	0.001%
26089	2T3XT@2759|Eukaryota	1	0.001%
26090	38XPQ@33154|Opisthokonta	1	0.001%
26091	3PX7Y@4751|Fungi	1	0.001%
26092	3RG7Q@4890|Ascomycota	1	0.001%
26093	2080I@147541|Dothideomycetes	1	0.001%
26094	4KIBS@92860|Pleosporales	1	0.001%
26095	2SS04@2759|Eukaryota	1	0.001%
26096	3ANEZ@33154|Opisthokonta	1	0.001%
26097	3P7YH@4751|Fungi	1	0.001%
26098	3RDD3@4890|Ascomycota	1	0.001%
26099	20NBW@147545|Eurotiomycetes	1	0.001%
26100	3MXYE@451870|Chaetothyriomycetidae	1	0.001%
26101	3A74G@33154|Opisthokonta	1	0.001%
26102	3P67S@4751|Fungi	1	0.001%
26103	3QWHK@4890|Ascomycota	1	0.001%
26104	208B7@147541|Dothideomycetes	1	0.001%
26105	4KC03@92860|Pleosporales	1	0.001%
26106	2D1XI@1|root	1	0.001%
26107	2SJNZ@2759|Eukaryota	1	0.001%
26108	3A002@33154|Opisthokonta	1	0.001%
26109	3P1XX@4751|Fungi	1	0.001%
26110	3QK7Q@4890|Ascomycota	1	0.001%
26111	204UW@147541|Dothideomycetes	1	0.001%
26112	4KC57@92860|Pleosporales	1	0.001%
