Semantic Description Frequency Analysis
==================================================

Files processed: 27,866
Files with semantic_description: 16,110
Total semantic_description instances: 94,046
Unique semantic_description types: 9,126

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
4364	FSH1	2	0.002%
4365	IIIC	2	0.002%
4366	Prion	2	0.002%
4367	inhibition	2	0.002%
4368	DUF829	2	0.002%
4369	WSC	2	0.002%
4370	plants	2	0.002%
4371	Dad1	2	0.002%
4372	HMG	2	0.002%
4373	Between	2	0.002%
4374	fingers	2	0.002%
4375	Ribonucleotide	2	0.002%
4376	Pericentrin	2	0.002%
4377	AKAP	2	0.002%
4378	MGM101	2	0.002%
4379	vertebrate	2	0.002%
4380	L21	2	0.002%
4381	pole	2	0.002%
4382	CLP1	2	0.002%
4383	DUF2052	2	0.002%
4384	K16	2	0.002%
4385	AKAP7	2	0.002%
4386	Podospora	2	0.002%
4387	anserina	2	0.002%
4388	mat	2	0.002%
4389	G3P	2	0.002%
4390	causes	2	0.002%
4391	antitermination	2	0.002%
4392	RuvA	2	0.002%
4393	RuvB	2	0.002%
4394	palindromic	2	0.002%
4395	Single	2	0.002%
4396	quality	2	0.002%
4397	NAMN	2	0.002%
4398	dimethylbenzimidazole	2	0.002%
4399	DMB	2	0.002%
4400	mutator	2	0.002%
4401	partition	2	0.002%
4402	condensin	2	0.002%
4403	Smc	2	0.002%
4404	pull	2	0.002%
4405	away	2	0.002%
4406	stereoinversion	2	0.002%
4407	LL	2	0.002%
4408	FliE	2	0.002%
4409	DUF3298	2	0.002%
4410	MeG	2	0.002%
4411	methylthymine	2	0.002%
4412	MeT	2	0.002%
4413	Repairs	2	0.002%
4414	stoichiometrically	2	0.002%
4415	suicide	2	0.002%
4416	irreversibly	2	0.002%
4417	COG0457	2	0.002%
4418	HypE	2	0.002%
4419	carbamoylphosphate	2	0.002%
4420	lytic	2	0.002%
4421	DUF805	2	0.002%
4422	Biopolymer	2	0.002%
4423	JAB	2	0.002%
4424	HPA2	2	0.002%
4425	NLP	2	0.002%
4426	twitching	2	0.002%
4427	chelating	2	0.002%
4428	tethering	2	0.002%
4429	processivity	2	0.002%
4430	diffuses	2	0.002%
4431	freely	2	0.002%
4432	bidirectionally	2	0.002%
4433	T2SS	2	0.002%
4434	Competence	2	0.002%
4435	Aromatic	2	0.002%
4436	pairs	2	0.002%
4437	YscW	2	0.002%
4438	DTW	2	0.002%
4439	DUF115	2	0.002%
4440	S13	2	0.002%
4441	SprT	2	0.002%
4442	hexosyl	2	0.002%
4443	Det1	2	0.002%
4444	monodehydroascorbate	2	0.002%
4445	anaerobic	2	0.002%
4446	hydroxysteroid	2	0.002%
4447	NLR	2	0.002%
4448	pyrin	2	0.002%
4449	gland	2	0.002%
4450	Protease	2	0.002%
4451	plate	2	0.002%
4452	xylosidase	2	0.002%
4453	lignoceroyl	2	0.002%
4454	transposon	2	0.002%
4455	NYN	2	0.002%
4456	Sjogren	2	0.002%
4457	scleroderma	2	0.002%
4458	autoantigen	2	0.002%
4459	Autoantigen	2	0.002%
4460	p27	2	0.002%
4461	Lecithin	2	0.002%
4462	DUF4291	2	0.002%
4463	hydroxyglutarate	2	0.002%
4464	ELMO	2	0.002%
4465	Phosphatidylethanolamine	2	0.002%
4466	nitrosylation	2	0.002%
4467	MDM4	2	0.002%
4468	osteoblast	2	0.002%
4469	MinE	2	0.002%
4470	intron	2	0.002%
4471	centromere	2	0.002%
4472	cohesion	2	0.002%
4473	Rpp14	2	0.002%
4474	Pop5	2	0.002%
4475	deubiquitinase	2	0.002%
4476	ala	2	0.002%
4477	sinapyl	2	0.002%
4478	BART	2	0.002%
4479	Resistance	2	0.002%
4480	Nodulation	2	0.002%
4481	telomeres	2	0.002%
4482	multicatalytic	2	0.002%
4483	Phe	2	0.002%
4484	Leu	2	0.002%
4485	leaving	2	0.002%
4486	slightly	2	0.002%
4487	seed	2	0.002%
4488	Retroviral	2	0.002%
4489	Pollen	2	0.002%
4490	Ole	2	0.002%
4491	WEB	2	0.002%
4492	FHA	2	0.002%
4493	GINS	2	0.002%
4494	Activated	2	0.002%
4495	galactolipids	2	0.002%
4496	wax	2	0.002%
4497	cutin	2	0.002%
4498	deposition	2	0.002%
4499	expanding	2	0.002%
4500	LOB	2	0.002%
4501	homeobox	2	0.002%
4502	PP2C	2	0.002%
4503	OAA	2	0.002%
4504	enolate	2	0.002%
4505	DOMON	2	0.002%
4506	CASP	2	0.002%
4507	lanC	2	0.002%
4508	saccharopine	2	0.002%
4509	radicals	2	0.002%
4510	DUF538	2	0.002%
4511	Kinetochore	2	0.002%
4512	Protochlorophyllide	2	0.002%
4513	C869	2	0.002%
4514	01	2	0.002%
4515	ubiquitinrelated	2	0.002%
4516	DUF295	2	0.002%
4517	ACA	2	0.002%
4518	terpene	2	0.002%
4519	t	2	0.002%
4520	SNAREs	2	0.002%
4521	Aspartate	2	0.002%
4522	ENHANCED	2	0.002%
4523	DISEASE	2	0.002%
4524	pairing	2	0.002%
4525	over	2	0.002%
4526	intragenic	2	0.002%
4527	polyamine	2	0.002%
4528	Hydroxyproline	2	0.002%
4529	At3g50280	2	0.002%
4530	Ocs	2	0.002%
4531	meristem	2	0.002%
4532	MLP	2	0.002%
4533	Cytokinin	2	0.002%
4534	working	2	0.002%
4535	Phosphoribohydrolase	2	0.002%
4536	cytokinin	2	0.002%
4537	biologically	2	0.002%
4538	planar	2	0.002%
4539	triggers	2	0.002%
4540	rounds	2	0.002%
4541	interactions	2	0.002%
4542	plasmids	2	0.002%
4543	PSII	2	0.002%
4544	WAT1	2	0.002%
4545	ClpA	2	0.002%
4546	ClpB	2	0.002%
4547	Nonspecific	2	0.002%
4548	coumarate	2	0.002%
4549	At4g38062	2	0.002%
4550	Lignin	2	0.002%
4551	lignin	2	0.002%
4552	products	2	0.002%
4553	Intracellular	2	0.002%
4554	Nop53	2	0.002%
4555	Random	2	0.002%
4556	slug	2	0.002%
4557	eL38	2	0.002%
4558	Cytomegalovirus	2	0.002%
4559	UL139	2	0.002%
4560	Vomeronasal	2	0.002%
4561	cobyric	2	0.002%
4562	cobinamide	2	0.002%
4563	aminopropanol	2	0.002%
4564	CpaB	2	0.002%
4565	D5	2	0.002%
4566	COG0494	2	0.002%
4567	preference	2	0.002%
4568	naked	2	0.002%
4569	Fimbrial	2	0.002%
4570	DUF342	2	0.002%
4571	TAXI	2	0.002%
4572	DctQ	2	0.002%
4573	TrpC	2	0.002%
4574	Trap	2	0.002%
4575	Firmicute	2	0.002%
4576	UPF0153	2	0.002%
4577	DnaB	2	0.002%
4578	arabinofuranosidase	2	0.002%
4579	Fe3	2	0.002%
4580	KilA	2	0.002%
4581	S1B	2	0.002%
4582	ligation	2	0.002%
4583	DUF1254	2	0.002%
4584	FFAT	2	0.002%
4585	retention	2	0.002%
4586	ends	2	0.002%
4587	DUF1295	2	0.002%
4588	L11	2	0.002%
4589	ceramide	2	0.002%
4590	Villin	2	0.002%
4591	MMR	2	0.002%
4592	initiating	2	0.002%
4593	deletion	2	0.002%
4594	MutL	2	0.002%
4595	LisH	2	0.002%
4596	riboflavin	2	0.002%
4597	DUF985	2	0.002%
4598	S18	2	0.002%
4599	NT5C	2	0.002%
4600	chiasma	2	0.002%
4601	glucosylceramidase	2	0.002%
4602	cardiolipin	2	0.002%
4603	barrier	2	0.002%
4604	cystathionase	2	0.002%
4605	regulon	2	0.002%
4606	DOT1	2	0.002%
4607	4F5	2	0.002%
4608	Fucose	2	0.002%
4609	mutarotase	2	0.002%
4610	HpcH	2	0.002%
4611	HpaI	2	0.002%
4612	DDHD	2	0.002%
4613	Cobalamin	2	0.002%
4614	adenosyltransferase	2	0.002%
4615	alters	2	0.002%
4616	Formate	2	0.002%
4617	CTP	2	0.002%
4618	Altered	2	0.002%
4619	inheritance	2	0.002%
4620	accurate	2	0.002%
4621	Ammonium	2	0.002%
4622	mttA	2	0.002%
4623	Hcf106	2	0.002%
4624	100	2	0.002%
4625	adenosylhomocysteinase	2	0.002%
4626	CA	2	0.002%
4627	MOSC	2	0.002%
4628	VP1	2	0.002%
4629	VP5	2	0.002%
4630	VP4	2	0.002%
4631	VP7	2	0.002%
4632	vitamin	2	0.002%
4633	bacteriophage	2	0.002%
4634	barrels	2	0.002%
4635	Tf	2	0.002%
4636	phosphohistidine	2	0.002%
4637	Ca2	2	0.002%
4638	Hand	2	0.002%
4639	AI	2	0.002%
4640	2E	2	0.002%
4641	Pili	2	0.002%
4642	PapD	2	0.002%
4643	length	2	0.002%
4644	use	2	0.002%
4645	Relaxase	2	0.002%
4646	Mobilisation	2	0.002%
4647	81	2	0.002%
4648	presenting	2	0.002%
4649	Tight	2	0.002%
4650	ASCH	2	0.002%
4651	HipA	2	0.002%
4652	Modulates	2	0.002%
4653	RecA	2	0.002%
4654	filaments	2	0.002%
4655	premature	2	0.002%
4656	MctB	2	0.002%
4657	lacI	2	0.002%
4658	BNR	2	0.002%
4659	DUF881	2	0.002%
4660	Ligates	2	0.002%
4661	AUA	2	0.002%
4662	CAU	2	0.002%
4663	lysidine	2	0.002%
4664	changing	2	0.002%
4665	00	2	0.002%
4666	glycerophosphoryl	2	0.002%
4667	SbcCD	2	0.002%
4668	Filamentation	2	0.002%
4669	UPF0225	2	0.002%
4670	alkylation	2	0.002%
4671	M23	2	0.002%
4672	germination	2	0.002%
4673	Pancreatic	2	0.002%
4674	peripheric	2	0.002%
4675	stator	2	0.002%
4676	hold	2	0.002%
4677	ATP6	2	0.002%
4678	static	2	0.002%
4679	relative	2	0.002%
4680	field	2	0.002%
4681	severs	2	0.002%
4682	arrays	2	0.002%
4683	Arrest	2	0.002%
4684	Specific	2	0.002%
4685	amiloride	2	0.002%
4686	Trafficking	2	0.002%
4687	MADD	2	0.002%
4688	DUF229	2	0.002%
4689	L28	2	0.002%
4690	CWF19	2	0.002%
4691	resolution	2	0.002%
4692	NTF2	2	0.002%
4693	neutrophil	2	0.002%
4694	polypeptides	2	0.002%
4695	octanoyltransferase	2	0.002%
4696	Inorganic	2	0.002%
4697	G1	2	0.002%
4698	cotransporter	2	0.002%
4699	glucosaminyl	2	0.002%
4700	CW	2	0.002%
4701	DDRGK	2	0.002%
4702	M60	2	0.002%
4703	Sedoheptulokinase	2	0.002%
4704	phosphorylates	2	0.002%
4705	casein	2	0.002%
4706	CFTR	2	0.002%
4707	6a	2	0.002%
4708	TGF	2	0.002%
4709	skeletal	2	0.002%
4710	natural	2	0.002%
4711	DUF727	2	0.002%
4712	Steryl	2	0.002%
4713	Secretin	2	0.002%
4714	AcCoA	2	0.002%
4715	AcsA	2	0.002%
4716	AcAMP	2	0.002%
4717	erb	2	0.002%
4718	b2	2	0.002%
4719	erythroblastic	2	0.002%
4720	3a	2	0.002%
4721	TSA	2	0.002%
4722	pressure	2	0.002%
4723	L5	2	0.002%
4724	erythrocyte	2	0.002%
4725	Histocompatibility	2	0.002%
4726	deoxyribose	2	0.002%
4727	Transforming	2	0.002%
4728	unspliced	2	0.002%
4729	ALYREF	2	0.002%
4730	Bystin	2	0.002%
4731	hypothalamus	2	0.002%
4732	orexigenic	2	0.002%
4733	increases	2	0.002%
4734	angiogenic	2	0.002%
4735	SOCS3	2	0.002%
4736	consequent	2	0.002%
4737	reduces	2	0.002%
4738	p38	2	0.002%
4739	STAT3	2	0.002%
4740	metalloproteinases	2	0.002%
4741	macrophages	2	0.002%
4742	memory	2	0.002%
4743	participate	2	0.002%
4744	A5	2	0.002%
4745	VIIa	2	0.002%
4746	TF	2	0.002%
4747	Tropomodulin	2	0.002%
4748	fucosidase	2	0.002%
4749	ketoacid	2	0.002%
4750	tau	2	0.002%
4751	NKG2D	2	0.002%
4752	stromal	2	0.002%
4753	Toll	2	0.002%
4754	Junction	2	0.002%
4755	Utrophin	2	0.002%
4756	Synaptosomal	2	0.002%
4757	GM	2	0.002%
4758	antagonizing	2	0.002%
4759	EGFR	2	0.002%
4760	AKT	2	0.002%
4761	biosensor	2	0.002%
4762	infectious	2	0.002%
4763	immunogenic	2	0.002%
4764	implicating	2	0.002%
4765	TLR9	2	0.002%
4766	danger	2	0.002%
4767	DAMP	2	0.002%
4768	amplifies	2	0.002%
4769	injury	2	0.002%
4770	Released	2	0.002%
4771	environment	2	0.002%
4772	nucleosomes	2	0.002%
4773	CXCL12	2	0.002%
4774	AGER	2	0.002%
4775	sRAGE	2	0.002%
4776	lipoteichoic	2	0.002%
4777	LTA	2	0.002%
4778	engagement	2	0.002%
4779	sulfonyl	2	0.002%
4780	immunological	2	0.002%
4781	tolerance	2	0.002%
4782	proangiogenic	2	0.002%
4783	phosphatidylethanolamide	2	0.002%
4784	Bound	2	0.002%
4785	RAGE	2	0.002%
4786	expanded	2	0.002%
4787	polyglutamine	2	0.002%
4788	polyQ	2	0.002%
4789	20S	2	0.002%
4790	viruses	2	0.002%
4791	apricot	2	0.002%
4792	Thyroid	2	0.002%
4793	Fibrous	2	0.002%
4794	Cytosol	2	0.002%
4795	WTAP	2	0.002%
4796	Parathyroid	2	0.002%
4797	BPI	2	0.002%
4798	Lipocalin	2	0.002%
4799	Rap	2	0.002%
4800	Septin	2	0.002%
4801	Granulocyte	2	0.002%
4802	glucocorticoid	2	0.002%
4803	cascades	2	0.002%
4804	granulocytes	2	0.002%
4805	monocytes	2	0.002%
4806	uS19	2	0.002%
4807	Malignant	2	0.002%
4808	fibrous	2	0.002%
4809	histiocytoma	2	0.002%
4810	amplified	2	0.002%
4811	89	2	0.002%
4812	leukotriene	2	0.002%
4813	C4	2	0.002%
4814	cytokines	2	0.002%
4815	Cyanate	2	0.002%
4816	LppP	2	0.002%
4817	LprE	2	0.002%
4818	Multisubunit	2	0.002%
4819	COG1853	2	0.002%
4820	typically	2	0.002%
4821	oxygenases	2	0.002%
4822	DIM6	2	0.002%
4823	NTAB	2	0.002%
4824	dimethylallyl	2	0.002%
4825	phosphohexomutase	2	0.002%
4826	Lhr	2	0.002%
4827	DUF2267	2	0.002%
4828	Processes	2	0.002%
4829	encoded	2	0.002%
4830	crRNA	2	0.002%
4831	S26	2	0.002%
4832	limiting	2	0.002%
4833	OHCU	2	0.002%
4834	designated	2	0.002%
4835	Cse1	2	0.002%
4836	SprB	2	0.002%
4837	S23	2	0.002%
4838	l	2	0.002%
4839	futalosine	2	0.002%
4840	GSCFA	2	0.002%
4841	UPF0150	2	0.002%
4842	sandwich	2	0.002%
4843	COG1961	2	0.002%
4844	SpoIIIE	2	0.002%
4845	DUF3558	2	0.002%
4846	La	2	0.002%
4847	LP	2	0.002%
4848	diphospho	2	0.002%
4849	DUF559	2	0.002%
4850	SMP	2	0.002%
4851	Gluconolaconase	2	0.002%
4852	glycinamide	2	0.002%
4853	GAR	2	0.002%
4854	producing	2	0.002%
4855	formylglycinamide	2	0.002%
4856	FGAR	2	0.002%
4857	DUF2339	2	0.002%
4858	appears	2	0.002%
4859	indoleglycerol	2	0.002%
4860	selenocysteinyl	2	0.002%
4861	riboside	2	0.002%
4862	geranylgeranylation	2	0.002%
4863	pexophagy	2	0.002%
4864	nucleophagy	2	0.002%
4865	Works	2	0.002%
4866	ATG	2	0.002%
4867	RalGDS	2	0.002%
4868	AF	2	0.002%
4869	Rab3	2	0.002%
4870	Proprotein	2	0.002%
4871	PhoX	2	0.002%
4872	p47phox	2	0.002%
4873	p40phox	2	0.002%
4874	Phenylacetyl	2	0.002%
4875	DUF3337	2	0.002%
4876	CalB	2	0.002%
4877	Vps5	2	0.002%
4878	bundle	2	0.002%
4879	TLD	2	0.002%
4880	GHMP	2	0.002%
4881	methylglyoxal	2	0.002%
4882	Gtpase	2	0.002%
4883	NDP	2	0.002%
4884	pinin	2	0.002%
4885	SDK	2	0.002%
4886	memA	2	0.002%
4887	DUF2424	2	0.002%
4888	E2F	2	0.002%
4889	DP	2	0.002%
4890	EBP2	2	0.002%
4891	farnesyltransferase	2	0.002%
4892	Img2	2	0.002%
4893	deadenylated	2	0.002%
4894	UPF0014	2	0.002%
4895	viability	2	0.002%
4896	Nad	2	0.002%
4897	FKBP	2	0.002%
4898	Adaptin	2	0.002%
4899	Gti1	2	0.002%
4900	Pac2	2	0.002%
4901	YjeF	2	0.002%
4902	DUF2461	2	0.002%
4903	Up	2	0.002%
4904	Septation	2	0.002%
4905	Bromodomain	2	0.002%
4906	extra	2	0.002%
4907	Fes	2	0.002%
4908	CIP4	2	0.002%
4909	EFC	2	0.002%
4910	Apses	2	0.002%
4911	xbp1	2	0.002%
4912	Autophagocytosis	2	0.002%
4913	p53	2	0.002%
4914	Aluminium	2	0.002%
4915	Cathepsin	2	0.002%
4916	sen54	2	0.002%
4917	zip	2	0.002%
4918	dehydrodolichyl	2	0.002%
4919	Dedol	2	0.002%
4920	utilized	2	0.002%
4921	Sec23	2	0.002%
4922	POPLD	2	0.002%
4923	NUC188	2	0.002%
4924	Etoposide	2	0.002%
4925	EI24	2	0.002%
4926	CPSF	2	0.002%
4927	AGC	2	0.002%
4928	Cortical	2	0.002%
4929	marker	2	0.002%
4930	SPRY	2	0.002%
4931	heterodimeric	2	0.002%
4932	MAP65	2	0.002%
4933	ASE1	2	0.002%
4934	DUF772	2	0.002%
4935	Salmonella	2	0.002%
4936	complementary	2	0.002%
4937	c554	2	0.002%
4938	prime	2	0.002%
4939	Electrons	2	0.002%
4940	originating	2	0.002%
4941	Cu	2	0.002%
4942	kexin	2	0.002%
4943	coils	2	0.002%
4944	COG4753	2	0.002%
4945	proteolytic	2	0.002%
4946	DUF4181	2	0.002%
4947	IstB	2	0.002%
4948	COG0732	2	0.002%
4949	butyryl	2	0.002%
4950	PKD	2	0.002%
4951	diheme	2	0.002%
4952	Archaea	2	0.002%
4953	TrpG	2	0.002%
4954	AS	2	0.002%
4955	TrpE	2	0.002%
4956	platform	2	0.002%
4957	TRAPP	2	0.002%
4958	Neurochondrin	2	0.002%
4959	Diaphanous	2	0.002%
4960	FH3	2	0.002%
4961	pleckstrin	2	0.002%
4962	COG2335	2	0.002%
4963	L19	2	0.002%
4964	carcinoma	2	0.002%
4965	acylhydrolase	2	0.002%
4966	Tigger	2	0.002%
4967	4G	2	0.002%
4968	linkage	2	0.002%
4969	camp	2	0.002%
4970	bimetallic	2	0.002%
4971	lysobisphosphatidic	2	0.002%
4972	mesenchymal	2	0.002%
4973	dendrite	2	0.002%
4974	avoidance	2	0.002%
4975	ryanodine	2	0.002%
4976	TELO2	2	0.002%
4977	demalonylase	2	0.002%
4978	deglutarylase	2	0.002%
4979	glutaryl	2	0.002%
4980	Cancer	2	0.002%
4981	STAM	2	0.002%
4982	activin	2	0.002%
4983	transforming	2	0.002%
4984	crest	2	0.002%
4985	Glycerol	2	0.002%
4986	polymer	2	0.002%
4987	nucleoid	2	0.002%
4988	tunnel	2	0.002%
4989	Cadherins	2	0.002%
4990	otic	2	0.002%
4991	Intersectin	2	0.002%
4992	Sidekick	2	0.002%
4993	FAT	2	0.002%
4994	queuine	2	0.002%
4995	PiggyBac	2	0.002%
4996	AIG1	2	0.002%
4997	commitment	2	0.002%
4998	hepatocyte	2	0.002%
4999	PilY1	2	0.002%
5000	Synapsin	2	0.002%
5001	PRY	2	0.002%
5002	exchangeable	2	0.002%
5003	SYN1	2	0.002%
5004	Nine	2	0.002%
5005	Cysteines	2	0.002%
5006	XXII	2	0.002%
5007	Keratin	2	0.002%
5008	Overlaps	1	0.001%
5009	name	1	0.001%
5010	DUF2325	1	0.001%
5011	DUF4398	1	0.001%
5012	Hcp	1	0.001%
5013	tigrfam	1	0.001%
5014	pep	1	0.001%
5015	cterm	1	0.001%
5016	CTERM	1	0.001%
5017	structured	1	0.001%
5018	COG4733	1	0.001%
5019	DUF4124	1	0.001%
5020	DUF1799	1	0.001%
5021	TTP	1	0.001%
5022	CII	1	0.001%
5023	CP76	1	0.001%
5024	FliJ	1	0.001%
5025	Chalcone	1	0.001%
5026	COG0642	1	0.001%
5027	Pan	1	0.001%
5028	DUF4178	1	0.001%
5029	LOTUS	1	0.001%
5030	HDOD	1	0.001%
5031	Glutaminase	1	0.001%
5032	Cwf15	1	0.001%
5033	Cwc15	1	0.001%
5034	XTBD	1	0.001%
5035	aminolevulinate	1	0.001%
5036	importing	1	0.001%
5037	EB	1	0.001%
5038	DUF4207	1	0.001%
5039	Phosphomannose	1	0.001%
5040	PG	1	0.001%
5041	DUF1992	1	0.001%
5042	Deltamethrin	1	0.001%
5043	LSM	1	0.001%
5044	disintegrin	1	0.001%
5045	thrombospondin	1	0.001%
5046	SIS	1	0.001%
5047	anoctamin	1	0.001%
5048	PBP	1	0.001%
5049	GOBP	1	0.001%
5050	gd	1	0.001%
5051	NMP	1	0.001%
5052	fractalkine	1	0.001%
5053	parallel	1	0.001%
5054	PKB	1	0.001%
5055	droplets	1	0.001%
5056	redundant	1	0.001%
5057	developing	1	0.001%
5058	eye	1	0.001%
5059	Pair	1	0.001%
5060	cellularization	1	0.001%
5061	gastrulation	1	0.001%
5062	segmentation	1	0.001%
5063	M19	1	0.001%
5064	DSHCT	1	0.001%
5065	DUF384	1	0.001%
5066	Exo70	1	0.001%
5067	Brix	1	0.001%
5068	NCK	1	0.001%
5069	S7e	1	0.001%
5070	Inhibits	1	0.001%
5071	gamete	1	0.001%
5072	OAR	1	0.001%
5073	Cgmp	1	0.001%
5074	RelB	1	0.001%
5075	pirin	1	0.001%
5076	GPL	1	0.001%
5077	fibre	1	0.001%
5078	DUF4268	1	0.001%
5079	ISXO2	1	0.001%
5080	COG0600	1	0.001%
5081	PPDK	1	0.001%
5082	Reversibly	1	0.001%
5083	dPCoA	1	0.001%
5084	HsdM	1	0.001%
5085	mutagenesis	1	0.001%
5086	TLS	1	0.001%
5087	chlorophyll	1	0.001%
5088	UPF0434	1	0.001%
5089	CHRD	1	0.001%
5090	DUF3126	1	0.001%
5091	pyrophosphorolysis	1	0.001%
5092	array	1	0.001%
5093	partner	1	0.001%
5094	Ribbon	1	0.001%
5095	COG3437	1	0.001%
5096	GYP	1	0.001%
5097	UPP	1	0.001%
5098	bacitracin	1	0.001%
5099	COG4970	1	0.001%
5100	FimT	1	0.001%
5101	argininosuccinate	1	0.001%
5102	acylphosphatase	1	0.001%
5103	1915	1	0.001%
5104	m3Psi1915	1	0.001%
5105	Produces	1	0.001%
5106	Histidinol	1	0.001%
5107	NaMN	1	0.001%
5108	NaAD	1	0.001%
5109	DUF4198	1	0.001%
5110	arabino	1	0.001%
5111	heptulosonate	1	0.001%
5112	DAHP	1	0.001%
5113	rpsU	1	0.001%
5114	divergently	1	0.001%
5115	PagL	1	0.001%
5116	proofreading	1	0.001%
5117	tetramerization	1	0.001%
5118	nucleotidyl	1	0.001%
5119	COG0663	1	0.001%
5120	Carbonic	1	0.001%
5121	anhydrases	1	0.001%
5122	Acylneuraminate	1	0.001%
5123	TagF	1	0.001%
5124	TagB	1	0.001%
5125	EpsJ	1	0.001%
5126	RodC	1	0.001%
5127	acetaldehyde	1	0.001%
5128	meta	1	0.001%
5129	glycyl	1	0.001%
5130	DUF2784	1	0.001%
5131	mononucleotides	1	0.001%
5132	DUF2066	1	0.001%
5133	dimethylates	1	0.001%
5134	adenosines	1	0.001%
5135	A1518	1	0.001%
5136	A1519	1	0.001%
5137	HTP	1	0.001%
5138	butyric	1	0.001%
5139	oxopropyl	1	0.001%
5140	AHAP	1	0.001%
5141	AzlC	1	0.001%
5142	cytochromes	1	0.001%
5143	Sulphur	1	0.001%
5144	serve	1	0.001%
5145	divisome	1	0.001%
5146	simultaneous	1	0.001%
5147	imported	1	0.001%
5148	rhamnose	1	0.001%
5149	DUF3576	1	0.001%
5150	dihydro	1	0.001%
5151	hydroxymethylpterin	1	0.001%
5152	HPPK	1	0.001%
5153	iii	1	0.001%
5154	DUF1365	1	0.001%
5155	trk	1	0.001%
5156	TrkA	1	0.001%
5157	PCMT	1	0.001%
5158	MEP	1	0.001%
5159	DUF1009	1	0.001%
5160	LolC	1	0.001%
5161	reductoisomerase	1	0.001%
5162	LolCDE	1	0.001%
5163	Mandelate	1	0.001%
5164	ELM1	1	0.001%
5165	tripeptide	1	0.001%
5166	Dihydroneopterin	1	0.001%
5167	diphosphocytidyl	1	0.001%
5168	HhH	1	0.001%
5169	DUF721	1	0.001%
5170	ergosterol	1	0.001%
5171	carotene	1	0.001%
5172	DS	1	0.001%
5173	TusA	1	0.001%
5174	DUF3696	1	0.001%
5175	DUF771	1	0.001%
5176	Cohesin	1	0.001%
5177	FliI	1	0.001%
5178	constitute	1	0.001%
5179	bL33	1	0.001%
5180	YyzF	1	0.001%
5181	Hydroxymethylglutaryl	1	0.001%
5182	Bac	1	0.001%
5183	yrzI	1	0.001%
5184	brefeldin	1	0.001%
5185	DUF3169	1	0.001%
5186	DUF5344	1	0.001%
5187	Phg	1	0.001%
5188	2220	1	0.001%
5189	DUF4279	1	0.001%
5190	Maestro	1	0.001%
5191	listerin	1	0.001%
5192	uS5	1	0.001%
5193	SLAM	1	0.001%
5194	Protocadherin	1	0.001%
5195	KIAA0195	1	0.001%
5196	TRIM41	1	0.001%
5197	9B	1	0.001%
5198	Advanced	1	0.001%
5199	YabP	1	0.001%
5200	SpoIVB	1	0.001%
5201	S55	1	0.001%
5202	Ppx	1	0.001%
5203	GppA	1	0.001%
5204	dcAdoMet	1	0.001%
5205	diamine	1	0.001%
5206	support	1	0.001%
5207	thermophiles	1	0.001%
5208	decarboxylated	1	0.001%
5209	adenosylmethionines	1	0.001%
5210	aminopropylspermidine	1	0.001%
5211	macrolide	1	0.001%
5212	PRA	1	0.001%
5213	DUF836	1	0.001%
5214	Listeria	1	0.001%
5215	Bacteroides	1	0.001%
5216	List	1	0.001%
5217	Bact	1	0.001%
5218	rpt	1	0.001%
5219	YbaB	1	0.001%
5220	EbfC	1	0.001%
5221	incoming	1	0.001%
5222	DUF1307	1	0.001%
5223	NOG13728	1	0.001%
5224	Virus	1	0.001%
5225	p12	1	0.001%
5226	Toxin	1	0.001%
5227	ToxN	1	0.001%
5228	DUF2992	1	0.001%
5229	MutH	1	0.001%
5230	ParE	1	0.001%
5231	parDE	1	0.001%
5232	DUF871	1	0.001%
5233	IS200	1	0.001%
5234	DUF4163	1	0.001%
5235	GtrA	1	0.001%
5236	Transports	1	0.001%
5237	leaflet	1	0.001%
5238	vgr	1	0.001%
5239	gp19	1	0.001%
5240	MORN	1	0.001%
5241	Gene	1	0.001%
5242	DUF4255	1	0.001%
5243	Siphovirus	1	0.001%
5244	DUF859	1	0.001%
5245	Lantibiotic	1	0.001%
5246	COG0433	1	0.001%
5247	DUF3783	1	0.001%
5248	Cellwall	1	0.001%
5249	endodeoxyribonuclease	1	0.001%
5250	U32	1	0.001%
5251	DUF1129	1	0.001%
5252	NOG08931	1	0.001%
5253	EIIC	1	0.001%
5254	YhgA	1	0.001%
5255	PR1	1	0.001%
5256	VanZ	1	0.001%
5257	DUF1871	1	0.001%
5258	YdjC	1	0.001%
5259	DHSA	1	0.001%
5260	SA	1	0.001%
5261	ORF6N	1	0.001%
5262	dsRBD	1	0.001%
5263	PTEN	1	0.001%
5264	TAS2R	1	0.001%
5265	253	1	0.001%
5266	Neural	1	0.001%
5267	Ferritin	1	0.001%
5268	159	1	0.001%
5269	acetylserotonin	1	0.001%
5270	Plexin	1	0.001%
5271	FAM176	1	0.001%
5272	MED14	1	0.001%
5273	Anion	1	0.001%
5274	OATP	1	0.001%
5275	E2Q	1	0.001%
5276	Stabilin	1	0.001%
5277	ROR1	1	0.001%
5278	142	1	0.001%
5279	Deoxycytidylate	1	0.001%
5280	SCAN	1	0.001%
5281	RRP5	1	0.001%
5282	given	1	0.001%
5283	ruffling	1	0.001%
5284	focal	1	0.001%
5285	directional	1	0.001%
5286	RAC1	1	0.001%
5287	ingestion	1	0.001%
5288	WAS	1	0.001%
